goods_id(商品ID),cat_id(商品类型ID),goods_sn(商品编号),goods_name(商品名称),click_count(商品浏览人次),goods_high(商品亮点),,market_price(市场价格),shop_price(售价),promote_price(促销价)
1,37,Pechoin000000,百雀羚气韵本草肌源赋活焕颜新肌礼盒5件套装  紧致抗皱淡细纹滋润,89256,长辈首选,776,825.6,688,688
527,29,Pechoin000527,百雀羚恒采新颜紧致精华露30ml 送：育肤乳20ml+精华水20ml+面霜8g+紧致面膜2片 精华液淡化干纹细纹 淡化皱纹 细腻亮泽,13335,抗皱精品,866,268,185,0
214,36,Pechoin000214,百雀羚美白补水5件套装 至尚套装+精华乳液+活力眼ㄠ 送：甘油一个+随机面膜2片+随机小样2个+化妆棉一盒 水嫩特惠套装,43406,推荐,485,378,315,315
225,49,Pechoin000225,百雀羚 水嫩精纯莹采修饰乳40g 送:百雀羚随机面膜2片 亮肤型 cc霜 遮瑕 有防伪码,9532,,843,148,119,0
447,37,Pechoin000447,百雀羚气韵肌源奢白5件组合 洁颜膏+水+乳+菁华露+霜 送:面膜5片+随机小样2个+甘油+化妆棉　美白夏季补水 提亮肤色 美白保湿 润养紧致,26743,淡斑清爽 ,824,669.6,558,558
222,49,Pechoin000222,百雀羚cc霜 水嫩精纯明星修饰乳40g 送:百雀羚随机面膜2片 修颜型CC霜  裸妆补水 遮瑕控油保湿隔离 有防伪码,11653,,704,154.8,129,119
215,36,Pechoin000215,百雀羚水嫩精纯明星5件套装（水嫩净透洁面+明星美肌水+眼部精华液+肌底精华液+明星精华露）送:8杯水面膜1盒+奔腾吹风机+护肤脂+凡士林润肤露60g 补水保湿提亮 紧致抗皱 抗氧化  ,12278,,874,530.4,442,0
2,37,Pechoin000002,百雀羚气韵焕亮菁采晶透礼盒三件套新款   送：洗护一套（洗发露75ml+沐浴露75ml）+百雀羚因雀思听面膜3片 补水润白祛黄清爽,20585,买一送五,784,210,168,168
3,36,Pechoin000003,百雀羚水嫩精纯明星四件套装 美肌水 +眼部精华液 +肌底精华液 +能量元面霜  淡化黑眼圈眼袋 淡化细纹 平衡保水 修护新生 收缩毛孔,11839,,854,466.8,389,366
4,37,Pechoin000004,百雀羚气韵草本水嫩倍现礼盒套 送：补水面膜2片+玫瑰花酿小套装（水15ml+乳10ml+霜8g） 补水滋养美白保湿锁水清爽护肤品,22365,,467,298,249,249
5,1,Pechoin000005,百雀羚气韵本草水凝恒润深层滋养礼盒4件套补水保湿滋润锁水专柜,11605,,815,339,289,289
522,62,Pechoin000522,海之秘活源净白亮肤调理水100ml美白保湿改善皮肤专柜正品,8178,,881,138,118,0
523,63,Pechoin000523,海之秘赋活焕白日间防护乳SPF15 90ml防护隔离美白保湿专柜正品,12456,,880,258,188,0
524,74,Pechoin000524,百雀羚 水嫩精纯滋养身体乳250ml 送：面膜2片+洗发露7ml*3袋 身体乳水嫩精纯全身补水保湿滋润止痒香体润体浴后乳润肤露,12426,,869,159,118,118
6,43,Pechoin000006,百雀羚小雀幸密集凝润保湿面膜20片 淡化细纹补水滋润改善干燥正品国货,8132,,714,240,128,128
535,27,Pechoin000535,百雀羚水活能量修护精华液30ml  清润质地 温和润养 密集补水 滋润修护 正品带防伪,15042,,876,238,169,0
598,74,Pechoin000598, 百雀羚三生花红玫瑰&白玫瑰礼盒 滋润护手霜洁面乳洗沐组合保湿滋润正品,4770,买一享四,874,168,55,55
536,36,Pechoin000536,,5,,1197,378,298,298
7,38,Pechoin000007,百雀羚 男士清爽3件套装 洁面150g+润肤露125g+润肤霜50g 国货正品 男士护肤,3142,,887,168,86,0
8,43,Pechoin000008,百雀羚小雀幸深润水颜保湿面膜20片 补水滋润修护细纹提亮肤色正品国货,6758,,863,240,128,128
531,29,Pechoin000531,百雀羚草本恒采新颜焕颜育肤乳95ml 送：小幸韵面膜一片+甘油一瓶 紧致肌肤 淡化细纹 改善暗沉,12845,,872,228,165,0
532,29,Pechoin000532,百雀羚草本恒采新颜焕颜育肤乳95ml 紧致肌肤 淡化细纹 改善暗沉,3,,888,225,168,0
533,27,Pechoin000533,百雀羚水活能量滢肌美容液95ml  特惠送同款美容液70ml一瓶 奇迹水 补水保湿 修护润肤正品防伪,25986,买一送一,853,168,135,0
597,76,Pechoin000597,百雀羚水光弹润弹力水70ml  买一送同款一瓶  草本提拉紧致爽肤水美肌水精华补水,5723,买一送一,16,118,99,99
534,27,Pechoin000534,百雀羚水活能量凝采修护乳95ml 乳液 盈润美肌 舒漾修护 正品防伪,14336,,879,188,145,0
9,38,Pechoin000009,百雀羚男士焕活劲爽礼盒套装 （赠品如有更换不另行通知哦！）温和控油 细致毛孔 洗面奶爽肤水乳,13181,赠品,600,174,145,125
205,76,Pechoin000205,百雀羚水嫩倍现3件套装 精华水+精华乳液+精华霜  发新包装升级版 （双11特惠）送：水嫩精纯明星眼霜15g一瓶 +百雀羚面膜2片  发套盒版 锁水补水滋养,186704,双11特惠款,870,299,248,248
10,36,Pechoin000010,百雀羚水能量高端4件套装 洁容膏+焕颜美容液+焕颜凝乳+恒润乳霜  送:面膜2片+甘油随机+护肤脂18.5g+化妆包 补水保湿滋润紧致滋养 舒缓修护细纹 排出毒素 清爽自然 平滑水润透亮,6002,,830,568,478,478
11,38,Pechoin000011,百雀羚水嫩精纯6件套装 平衡保水劲爽 隔离遮瑕控油 亮白锁水 干纹细纹黑眼修护,1815,,881,536,409,399
12,36,Pechoin000012,百雀羚水嫩精纯尊享套装礼盒发新款 送:喷雾70ml+随机面膜4片+护手霜30g一支+随机小样2个(洁面+水+眼霜+精华露)卸妆洗面奶补水去黑眼圈,17001,新品上市,584,348,288,288
601,74,Pechoin000601,百雀羚气韵轻薄无瑕气垫水光粉霜（亮肤色） 细腻匀亮肌肤轻薄水润,4690,,877,198,148,148
13,37,Pechoin000013,百雀羚气韵舒漾紧致3件套装  送:随机面膜2片+小面膜100片+化妆包  抗敏去红血丝 舒敏修复 抗过敏 有防伪码,7062,店长推荐,611,225.6,188,188
14,38,Pechoin000014,百雀羚男士3件套装 净化洁面泡沫＋保湿爽肤水＋焕能醒肤露　收缩毛孔 补水保湿　舒缓剃须  有防伪码,9017,,861,178,134,149
210,76,Pechoin000210,百雀羚水能量焕耀套装新款(美容液+乳+霜+眼霜)      送：百雀羚保温杯一个+百雀羚随机面膜5片+护肤脂一个（护肤脂缺货换为甘油一瓶）  滋润修复  舒缓肌肤 抗氧化柔滑,88775,买一送七,583,538,428,428
208,36,Pechoin000208,百雀羚草本惊喜4套装+活力紧致眼部ㄠ  送：面膜1片+脸扑+化妆棉  保湿补水美白 去黑眼圈 眼袋 ,6547,,719,189.6,158,158
15,37,Pechoin000015,百雀羚 气韵草本水凝恒润4件套装（洁肤膏+美肌水+滋养乳液）+养肤精华液 深层清洁 补水卓越改善暗沉粗糙 ,13440,,866,513.6,428,0
16,37,Pechoin000016,百雀羚气韵臻白如玉4件套装 洁容膏+美容液+乳+霜 送:面膜1盒+随机甘油+随机瓶装小样2个 美白淡斑补水保湿,26562,,721,480,368,368
17,36,Pechoin000017,百雀羚补水裸妆套装 精华水+乳液+明星BB修颜霜 含2片盈采面膜  遮瑕隔离美白,3860,,819,261.59,218,218
216,36,Pechoin000216,百雀羚水嫩精纯明星5件套装 补水保湿美白滋养护肤品套装 卸妆洁面+美肌水+肌底精华液+精华露+能量元面霜 有防伪码,7723,,886,560,458,0
18,76,Pechoin000018,百雀羚气韵肌源透润宠爱礼盒6件套 新款 送：会员加送同系列洁容膏100g一支+百雀羚因雀思听面膜4片+百雀羚保温杯随机款一个+百雀羚三生花洗护一套（洗发露75ml+沐浴露75ml） 补水保湿滋养 修护改善暗沉细纹,15404,买一送八,677,999,588,588
596,74,Pechoin000596,百雀羚三生花精油香氛洗发露500ml +沐浴露500ml+护发素500ml三件套（水润顺滑、滋养修护、去屑柔顺、去屑止痒四款下单请备注）去屑滋养修护受损发质柔顺持久留,14584,双十一特惠款,850,264,111.1,111.1
518,26,Pechoin000518,百雀羚水盈保湿深透润肤乳100ml 送：随机瓶装小样2个 补水美白保湿 持久润养  专柜正品,15276,,848,98,78,0
19,36,Pechoin000019,百雀羚精纯水立方四件套装 细致洁面膏+美肌水+眼部精华液+精华乳液 平衡水油滋养 收缩毛孔  淡化黑眼圈眼袋浮肿 ,4512,,852,358.8,299,299
20,36,Pechoin000020,百雀羚水嫩保湿6件套装 (洁面泡沫150g+精华水100ml+乳液100g+精华霜50g+夜间精华面膜110g+眼部精华液15ml 送:小样2个+化妆棉+面膜1片+护肤脂 美白保湿 质地温和 通亮排污 排毒养颜,4469,,876,450,375,375
21,74,Pechoin000021,百雀羚三生花清妍悦肤舒润卸妆水253ml清洁温和补水有效清除采妆脏污及油脂,10688,,824,128,55,0
599,70,Pechoin000599,百雀羚草本水光弹润精华乳90ml 送：随机面膜一片+甘油一个+瓶装小样一个 补水滋润晶莹透亮增强皮肤弹性,3255,,881,238,188,149
525,49,Pechoin000525,百雀羚水嫩精纯芦荟胶180g 补水保晒后修护湿痘印祛痘淡印晒后修复面霜面膜正品 保湿修护 匀净润泽,16365,推荐,672,177.6,148,148
526,28,Pechoin000526,新品 百雀羚草本水凝润养焕肤精华水100ml (滋润型）补水丰盈润养 滋润保湿,18091,,833,118,88,0
22,12,Pechoin000022,百雀羚 气韵水凝恒润美肌水120ml+滋养乳液120ml 套装 送:面膜2片+随机瓶装小样2个 补水保湿美白嫩肤,10913,,797,261.59,218,238
23,36,Pechoin000023,百雀羚控油祛痘3件套装 清痘泡沫+调理爽肤水+控油乳液 送:面膜1片 收缩毛孔 平衡油脂分泌  青春痘形成  ,4938,,496,170,139,139
24,36,Pechoin000024,百雀羚水嫩倍现臻美套装 细致洁面膏+精华水+精华乳液 送:毛巾+面膜１片+脸扑 清爽深层清洁补水保湿滋润,5683,,620,213.6,178,178
25,38,Pechoin000025,百雀羚 男士滋润3件套装 洁面150g+润肤露125g+润肤霜50g 温和清洁 保湿滋润 改善肌肤,10716,,887,188,86,0
516,76,Pechoin000516,百雀羚一刻面膜贴20片装 款式随机发   补水保湿美白淡斑提亮肤色收缩毛孔,20371,面膜搭档,621,240,89,89
517,28,Pechoin000517,百雀羚水凝润养深层洁面乳100g清洁污垢温和清爽不紧绷女洗面奶,15885,,829,96,76,0
530,29,Pechoin000530,新品上市 百雀羚恒采新颜细肤精华水95ml 草本奇迹水 紧致弹润保湿抚平细纹,16028,,855,198,149,0
26,36,Pechoin000026,百雀羚水嫩倍现至尚套装 (洁面+水+霜)送:护发素500ml+化妆包+蜂蜜试吃20g+脸扑 平衡劲爽 改善粗糙黯沉干纹,6535,,861,210,175,175
211,29,Pechoin000211,百雀羚亮肤型cc霜 新品 水嫩精纯莹采修饰乳40g 裸妆遮瑕美白补水保湿隔离,2220,,875,128,118,109
27,36,Pechoin000027,百雀羚水能量套装6件组合装 洁容膏+美容液+焕颜凝乳+焕颜霜+臻纯肌底精华液+密润眼部精华乳  送:８杯水面膜1盒+随机甘油　深度锁水补水 舒缓修护细纹干纹,13142,高端补水,827,1157,789,789
28,37,Pechoin000028,百雀羚气韵臻白如玉莹肌套装 洁容膏+美容液+乳液 送:面膜2片+随机甘油+随机小样2个 美白淡斑淡化色素补水保湿,20795,,645,328,258,258
29,38,Pechoin000029,百雀羚水嫩倍现精华水+精华乳 夏天适合 活动价 通透保湿 清透补水,1194,,884,120,102,0
30,36,Pechoin000030,百雀羚水嫩倍现防晒草本三件套装 精华水+精华乳液+美白防晒乳  水乳防晒发新包装 升级版 防晒PA50+补水保湿 隔离防晒 夏季抗辐射润白 有防伪码,18404,,471,258,215,215
309,53,Pechoin000309,百雀羚 （气垫BB)肌源透润气垫修容霜15g*2 裸妆bb霜 【自然色】水润遮瑕 遮盖暗沉细纹 修饰瑕疵,11667,底妆首选,575,198,158,158
31,36,Pechoin000031,百雀羚水嫩3件套装 净透洁面+精华水+精华乳液 水乳发新包装升级版 送:面膜2片+随机瓶装1个  美白补水保湿 水油平衡,21540,,299,210,175,175
223,29,Pechoin000223,百雀羚超值特惠装 八杯水保湿水嫩面膜3片+水嫩倍现盈彩精华面膜2片 新品,610,,875,66,39,0
32,13,Pechoin000032,百雀羚气韵臻白如玉2件套装  精华乳液120ml+美容液120ml  送随机甘油+护手霜 舒缓肌肤压力 均匀美白肤色,9572,,817,298,228,228
33,36,Pechoin000033,百雀羚草本精萃钜惠套装5件套 补水保湿水乳霜眼霜洗面奶缓解干燥,29839,,517,228,158,158
620,76,Pechoin000620,百雀羚 帧颜淡纹修护水乳两件套 送：帧颜系列霜8g*2瓶+因雀思听面膜5片  王一博同款 补水套装抗老紧致抗皱,227,买一送七,885,964,615,615
34,36,Pechoin000034,百雀羚 水嫩精纯乐享体验套装　旅行洁面20g/卸妆洁面随机发+水凝露8g+美肌水25ML,4326,,750,30,18,9.9
221,36,Pechoin000221,百雀羚致选体验三套装（非卖品）保湿美白补水 美肌水10ml+精华露10ml+水凝露8g,8679,,9975,25,15,15
35,76,Pechoin000035,百雀羚气韵焕白靓澈润宠礼盒 送：洗护一套+随机面膜一片+小样随机一个+粉扑一个  保湿补水 美白祛黄提亮 滋润滋养,45384,,1142,309.59,258,258
603,30,Pechoin000603,百雀羚复颜晶白雪润莹肌水95ml 轻盈润肌清澈白皙补水保湿亮肤,3503,,887,168,138,138
507,38,Pechoin000507,百雀羚男士肌活劲能套装 清爽补水控油保湿 护肤套装,12,,888,284,255,0
36,48,Pechoin000036,百雀羚 水嫩细致精华洁面膏95g 送：因雀思听面膜2片+玫瑰水小样2个  深层清洁清爽 细致温和 补水细致舒缓洗面奶 ,15612,,152,78,62,49
37,49,Pechoin000037,百雀羚 水嫩精纯卸妆洁面乳95g 清洁毛孔 温和卸妆 深层清洁保湿 净透滋润舒缓肌肤 提亮肤色 有防伪码,11392,,395,98,78,78
38,49,Pechoin000038,百雀羚免洗面膜 水嫩精纯明星睡眠面膜/免洗型200g 送:百雀羚芦荟胶180g一盒（随机款） 滋润补水保湿 有防伪码,16419,买一送一,886,138,118,118
39,43,Pechoin000039,百雀羚 草本亮肤补水保湿滋养面膜贴8片装  芦荟深层补水 改善肌肤透明度,4592,,347,120,69,49
207,36,Pechoin000207,百雀羚经典5件秋冬护肤套装 维C凤凰甘油75g+SOD蜜为他保湿250g+护肤脂41.5g+芦荟护手霜80g+小甘菊75ml 补水保湿滋润,4673,,744,98,55,55
40,49,Pechoin000040,百雀羚水嫩精纯保湿水凝露50g 送:百雀羚随机面膜2片+瓶装小样2个 补水保湿锁水 滋润美白 正品防伪查询,12062,,587,138,116,116
41,49,Pechoin000041,百雀羚 水嫩精纯眼部凝露15ml  送:面膜2片 走珠设计 舒缓浮肿 淡化黑眼圈 淡化细纹 舒缓压力,12441,,602,148,138,128
42,49,Pechoin000042,百雀羚 水嫩精纯防晒隔离乳40g 新款50SPF+ PA+++ 送：随机喷雾70ml一瓶 美白防晒防紫外线 隔离电脑辐射 有防伪码,15322,夏季热销,333,128,108,108
606,76,Pechoin000606,百雀羚多肽修护紧弹冻干粉精华套3ml7组 特惠立减20元 补水保湿紧肤抗皱淡化细纹,8567,下单立减20,850,618,138,138
43,49,Pechoin000043,百雀羚 水嫩精纯明星眼霜15ml新包装 送: 面膜1片+随机瓶装中样+脸扑 保湿 淡化黑眼圈修复细纹 消纹 补水保湿 ,13095,,881,168,136,136
44,48,Pechoin000044,百雀羚 水嫩净透精华洁面乳95g     深层清洁控油保湿补水 收缩毛孔 有防伪码,18919,,872,78,55,55
45,49,Pechoin000045,百雀羚 水嫩精纯明星美肌水100ml 送：随机面膜一片+瓶装小样一个 化妆水 保湿紧致 收缩毛孔祛暗沉,18992,,706,145,118,118
46,49,Pechoin000046,百雀羚 水嫩精纯肌底精华液30ml 送:随机面膜2片+随机瓶装小样2个  修护新生 补水保湿 淡化舒缓  清新自然,11549,,534,168,136,136
47,49,Pechoin000047,百雀羚 水嫩精纯明星BB修颜霜40g 新款包装送:随机面膜2片+随机粉扑一个  隔离裸妆遮瑕控油　亮白保湿透气,13721,,236,158,118,118
607,43,Pechoin000607,百雀羚三生花玫瑰花酿润妍高保湿洁面膏90g 控油清洁毛孔补水正品,2960,,878,118,78,0
48,49,Pechoin000048,百雀羚 水嫩精纯能量元面霜/保湿霜45g 送:随机面膜1片+随机瓶装小样 补水保湿 锁水滋养 修护储水,10623,,419,153.6,128,118
49,49,Pechoin000049,百雀羚 水嫩精纯眼部精华液15ml 送: 面膜1片+随机瓶装中样+脸扑 清爽舒适 保湿紧致 淡化细纹 淡化黑眼圈眼袋 ,11371,,497,168,136,136
50,48,Pechoin000050,百雀羚 美白防晒乳60gSPF50+  送：百雀羚肌初赋活洁面乳40g一支+面膜一片+百雀羚洗手液500g一瓶+洗发露7.5ml*3袋  默认发新款 保湿防紫外线 清爽不油腻,32507,买一送六,891,78,69,69
614,37,Pechoin000614,,0,买一送五,688,466,388,388
51,29,Pechoin000051,百雀羚 水嫩倍现能量精华面膜-8片 补水美白保湿,9053,,871,79,57,0
52,76,Pechoin000052,百雀羚 水嫩倍现盈透精华水100ml 发新包装    送百雀羚补水面膜一片+随机瓶装小样一个+化妆棉一盒   补水保湿 提亮肤色 新包装,45931,补水爆款,8908,98.4,82,82
53,48,Pechoin000053,百雀羚 水嫩倍现保湿精华霜50g  新包装 送：随机面膜一片+随机小样一个+粉扑一个 补水保湿滋润亮白护肤面霜  平衡水油 有防伪,22342,,1172,108,89,89
54,48,Pechoin000054,百雀羚 水嫩盈透洁面泡沫150ml 洗面奶 美肤控油深层清洁 温和美白护肤 有防伪码,15440,,312,65,56,56
55,43,Pechoin000055,百雀羚小雀幸澄净美肌亮肤面膜20片 补水保湿细致柔滑改善暗沉正品国货,10794,,797,240,128,128
56,48,Pechoin000056,百雀羚 水嫩柔滑夜间精华面膜110g 免洗睡眠面膜 美白补水保湿滋补 有防伪码,17733,,7166,88,68,68
57,48,Pechoin000057,百雀羚 水嫩倍现保湿精华乳液100ml  新包装   保湿补水 提亮肤色 抗氧化,33111,明星乳液,7940,118,89,89
544,74,Pechoin000544,百雀羚持妆亮采无暇气垫BB霜 （亮肤色/自然色）下单请备注色号，没有备注随机发哦！  送：同款替换装一个+随机甘油一瓶+随机面膜一片+小样一个水润持久隔离遮瑕轻薄CC霜,17894,,709,165.6,138,143
58,48,Pechoin000058,百雀羚 水嫩倍现保湿特润霜50g 送:随机面膜1片+随机瓶装小样  保湿锁水 滋养 抗氧化 提亮肤色 有防伪码,14400,,441,90,82,82
59,52,Pechoin000059,百雀羚男士洁面乳150g  (清爽醒肤)　洗面奶 清爽滋润 平衡油脂 收毛孔,5922,,883,33.6,28,0
60,52,Pechoin000060,百雀羚 男士润肤露125ml (爽肤型)保湿 改善粗糙晦暗,6719,,881,40.8,34,0
61,52,Pechoin000061,百雀羚 男士焕能清新洗颜泥 140g缓解疲劳 清爽舒适 控油保湿 深层洁面 有防伪码,11757,,317,35,27.5,27.5
62,52,Pechoin000062,百雀羚 男士控油磨砂洁面膏140g 送 控油水润保湿乳40g 优惠装 送：三生花洗发露7.5ml*5袋包  保湿补水去油光,11783,,482,48,34,0
63,52,Pechoin000063,百雀羚男士润肤霜（滋润型）50ml 滋养保湿,5664,,885,37.2,31,0
64,52,Pechoin000064,百雀羚 男士焕能醒肤修护霜50g+35g 醒肤露 保湿补水舒缓倦容 有防伪码,9818,,707,67.2,56,0
65,52,Pechoin000065,百雀羚 男士深层净化洁面泡沫150ml 洁面 剃须舒爽 清爽不紧绷补水保湿 有防伪码,11574,,672,48,43.5,0
66,52,Pechoin000066,百雀羚男士洁面乳150g（ 保湿滋润 ）焕发俊逸神采,6710,,883,33.6,28,0
67,52,Pechoin000067,百雀羚 男士控油保湿爽肤水100ml 净爽去油 收敛毛孔 补水保湿 有防伪码,12445,,498,56.16,46.8,0
68,52,Pechoin000068,百雀羚 男士控油水润保湿乳 100g 净爽去油光 保湿补水美白 收缩毛孔 有防伪码,12609,,491,59,49,0
69,76,Pechoin000069,百雀羚 男士平衡水润保湿霜50g+男士控油磨砂洁面膏140g+控油水润保湿乳40g  双十一特惠男款 （送：百雀羚小幸韵黑面膜3片+三生花洗发露2袋包） 平衡油脂分泌 深层保湿滋润 有防伪码,11483,买一送五,633,124,69,69
70,52,Pechoin000070,百雀羚 男士活力焕能醒肤露95g 保湿乳液 舒缓倦容 护肤品化妆品 有防伪码,12479,,665,62,55,49
71,5,Pechoin000071,百雀羚 焕肤亮白滋养乳100g 送 精华水25ml  保湿美白补水 亮白水润 改善肤色 有防伪码,6793,,735,39,35,0
72,76,Pechoin000072,新品上市 百雀羚多效修护都市防晒冰爽隔离喷雾SPF50+PA+++ 150ml 冰爽隔离锁水保湿养肤防晒喷雾 赠品如有小更换请谅解哦！,5524,买一享四,836,188,129,129
73,5,Pechoin000073,百雀羚 8杯水保湿水嫩面膜贴22g*5片  补水保湿美白 莹润水嫩 细致柔滑  有防伪码,34226,,1720,35,29,0
74,5,Pechoin000074,百雀羚水润保湿睡眠面膜 110g 夜间免洗面膜 补水美白,12148,,881,46.8,39,0
75,5,Pechoin000075,百雀羚 草本无暇透白紧致眼膜6对装 保湿紧致淡化干纹黑眼圈 有防伪码,7740,,25,40.8,34,0
